id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
155,There's a fire at the Perpetuel Secours Church. Please send firefighters.,"Legliz Perptuel sou bl fok pran dife, voye ponpie pou zon bl.",direct,haiti_earthquake,training,Critical Rescue,there's a fire at the perpetuel secours church. please send firefighters.,73,11
156,"I am from Anse a pitree my house which was in Delmas 32 was destroyed with everything I had inside. I went back to my hometown of Anse a pitrea. I would like to know how to get some help, because I have absolutely nothing!",MWen se moun ans a pitre men mwen gen kay delmas 32 ki kraze ak tout afm mwen ale nan peyim koman poum fe poum jwenn ed paskem pa gen anyen nan menm.,direct,haiti_earthquake,training,Resource Requests,"i am from anse a pitree my house which was in delmas 32 was destroyed with everything i had inside. i went back to my hometown of anse a pitrea. i would like to know how to get some help, because i have absolutely nothing!",222,45
157,"We need food, medicine at lilovois 47 Monarque.",F nou d manje e medikaman nou nan lilovois 47 Monarque P.,direct,haiti_earthquake,training,Resource Requests,"we need food, medicine at lilovois 47 monarque.",47,8
160,"We have no food and water in Santo 15. They are distributing food and water everywhere, but we need it here too","Nou gen pwoblem manje nan santo 15 ak dlo, tout kote yap fe distribisyon manje ak dlo eske nou pa sinistre tou",direct,haiti_earthquake,training,Resource Requests,"we have no food and water in santo 15. they are distributing food and water everywhere, but we need it here too",111,22
161,"We are in Galet, we are hungry - Tabarre 41 a little further up from the american embassy.",NOU NAN GALET NOUGRAN GOUT TABA 41 PIWO ANBASAD,direct,haiti_earthquake,training,Resource Requests,"we are in galet, we are hungry - tabarre 41 a little further up from the american embassy.",90,18
162,"We have a commitee from Santo 15 nameAjeans: Youth Association in action for a new society that was founded in September 2009, the president is..","nou gen yon komite nan santo 15 ki pote non ( ajeans : association des jeunes en action pour une nouvelle societe ) ki fome nan mwa septanb 2009, prezidan se",direct,haiti_earthquake,training,Irrelevant,"we have a commitee from santo 15 nameajeans youth association in action for a new society that was founded in september 2009, the president is..",144,25
163,There are a lot of criminals in Jacmel city. We are asking the police to come there.,genyen anpil bandi ki lage nan vil jakmel nap mande pou p. n. h fe travay li,direct,haiti_earthquake,training,Critical Rescue,there are a lot of criminals in jacmel city. we are asking the police to come there.,84,17
164,We are dying of hunger in Petion Ville,"Nou steel pa ka jwenn manje petion ville nan bte, nap mouri wi.",direct,haiti_earthquake,training,Resource Requests,we are dying of hunger in petion ville,38,8
165,I'm exactly at Akay in an area they name Toman 43 miles near by Kabar in a location name Kafou lachomy.,Mwen egzateman akay nan yon zon yo rele toman km 43 vil ki tou prm nan se kabari nan yon katye yo rele kafou lachomy,direct,haiti_earthquake,training,Irrelevant,i'm exactly at akay in an area they name toman 43 miles near by kabar in a location name kafou lachomy.,103,21
166,What time will the American Embassy open tomorrow?,A kile ambassade americain ap ouve demain?,direct,haiti_earthquake,training,Irrelevant,what time will the american embassy open tomorrow?,50,8
167,"We are a construction firm ( South African? ) Let us be recruited for your civilians, 2 architects - 2 stockholders? Wondering the needs of the moment.","Ns sommes une firme de construction S. A Nous recrutons 4 ingnieurs civils, 2 architectes et 2 nouveaux actionnaires pr repondre aux besoins du moment.",direct,haiti_earthquake,training,Irrelevant,"we are a construction firm south african? let us be recruited for your civilians, 2 architects - 2 stockholders? wondering the needs of the moment.",147,25
170,What is being done for Jacmel - there are many people trapped underneath rubbles at college Latriniti help,Ki sakaft pou jakmel nou gen anpil moun nan kolj latrinite ki anba dekomb yo,direct,haiti_earthquake,training,Critical Rescue,what is being done for jacmel - there are many people trapped underneath rubbles at college latriniti help,106,18
171,Can people enter their houses? When will we have electricity?,Eske moun ka rantre lakay yo? Kila pa la ka jwenn kouran?,direct,haiti_earthquake,training,Critical Rescue,can people enter their houses? when will we have electricity?,61,10
172,We need all kinds of help in Bon Repos Route ONA VILE. The people really need help!!!,Et aussi on a besoin de l aide de toute sorte du cote de BON REPOS route ONA VILE ou les gens veulent vraiment qu on les aident,direct,haiti_earthquake,training,Situational Awareness,we need all kinds of help in bon repos route ona vile. the people really need help!!!,85,17
173,In what area is Muguet street? please is it in the city or in petion Ville?,NAN KI BLOK RI MUGUET LA YE SVP ESKE SE LAVIL OU PETIONVIL,direct,haiti_earthquake,training,Irrelevant,in what area is muguet street? please is it in the city or in petion ville?,75,16
174,"Please, call or write us if you need more information or if you need our help like beeing translators, food distributors or any services else from us. Th","Please, call or write us if you need more information or if you need our help like beeing translators, food distributors or any services else from us. Th",direct,haiti_earthquake,training,Irrelevant,"please, call or write us if you need more information or if you need our help like beeing translators, food distributors or any services else from us. th",153,28
175,Is it true that the political city will held in Hinche?,est-ce vrai?la ville politique du pays sera hinche,direct,haiti_earthquake,training,Irrelevant,is it true that the political city will held in hinche?,55,11
176,"in what field would you need me to speak creole. French, half english, ( MW? )","NAN KI DOMAN WAP BEZWENM MWEN PALE KREYL, FRANS, MWATYE ANGL, MW",direct,haiti_earthquake,training,Irrelevant,"in what field would you need me to speak creole. french, half english, mw?",74,14
177,"unrecognized characterse initial formation accelerated, organized by MENFP, financed by BID, launched in truncated",A fmasyon inisyal akselere GANIZE PA MENFP FINAN PA BID LANSE NA,direct,haiti_earthquake,training,Irrelevant,"unrecognized characterse initial formation accelerated, organized by menfp, financed by bid, launched in truncated",114,14
181,Bizoton desperately needs help. We are humiliated.,Bizoton pa okenn ankadreman nou imilye,direct,haiti_earthquake,training,Situational Awareness,bizoton desperately needs help. we are humiliated.,50,7
182,Where can I find a car to leave in?,ki kote map ka jwenn machin pou ale nan n?,direct,haiti_earthquake,training,Irrelevant,where can i find a car to leave in?,35,9
183,Hello Good Morning We live on 31 Delmas we are without water without food and what we had have finished Please do something for us!,"Alo bonjou nou trouve nan delmas 31 prolonge san dlo, san manje resv nou yo fini mezanmi fe you bagay pou nou !",direct,haiti_earthquake,training,Resource Requests,hello good morning we live on 31 delmas we are without water without food and what we had have finished please do something for us!,131,25
184,"Carrefour Feuille extended, we need help. We are waiting!",Carrefour feuille prolonje haid secour je vous attendre merci,direct,haiti_earthquake,training,Situational Awareness,"carrefour feuille extended, we need help. we are waiting!",57,9
185,I am in Carrefour on a street near EDH ( Electricity of Haiti? ) Help us please,MWEN NAN KOMIN KAFOU NAN ROUT BO EDH EDE NOU SOUPLE,direct,haiti_earthquake,training,Situational Awareness,i am in carrefour on a street near edh electricity of haiti? help us please,75,15
187,"Everyone, do not forget the people of Merger, we don't have any water, we are hungry. If it rains, we will all die",Mezanmi pa bli mounn merger yo nou pa gen dlo nou grangou si la pli vini nou tout ap moui,direct,haiti_earthquake,training,Critical Rescue,"everyone, do not forget the people of merger, we don't have any water, we are hungry. if it rains, we will all die",114,23
190,"Digicel, I have a problem, my family doesn't know where I am, I can't call, please help","DIGICEL MWEN GEN PROBLEM, FANMIM PA KONN KOTEM WE MWEN PA K RELE SVP EDEM",direct,haiti_earthquake,training,Critical Rescue,"digicel, i have a problem, my family doesn't know where i am, i can't call, please help",87,17
191,Please. Send humanitarian aid so we can survive. We are in Delmas 40B village Musso on the golf course. Thank you,Svp. Voye ed imaniti pou nou ka suviv. nou nan delma 40 b vilaj muso sou teren glf la. Mesi.,direct,haiti_earthquake,training,Resource Requests,please. send humanitarian aid so we can survive. we are in delmas 40b village musso on the golf course. thank you,113,21
193,good evening we ? carrefour feuill ???we are dying of hunger and ther is no water pleas help us,Bonswa nou sou taren kanpch kafou fy anl sen gera nap mouri ak grangou pa gen dlo tanpri ede nou,direct,haiti_earthquake,training,Resource Requests,good evening we ? carrefour feuill ???we are dying of hunger and ther is no water pleas help us,95,19
194,the people in the village of god need food and water so that they can stay. It is isn the university of Kiskeya ( in the area of delams 35 right of the main delmas road ). pleas respond,"Tanpri moun ki nan vilaj de Dye bezwen manje ak dlo trete epi tant pou yo kapab rete, se nan inivsite kiskeya tout pap la ye, tanpri reponn avek demand",direct,haiti_earthquake,training,Resource Requests,the people in the village of god need food and water so that they can stay. it is isn the university of kiskeya in the area of delams 35 right of the main delmas road . pleas respond,182,38
195,Can someone who has a visa travel out. What can he do?,Eske yon moun ki gen visa ka pati nan moman sa kisal ka f.,direct,haiti_earthquake,training,Irrelevant,can someone who has a visa travel out. what can he do?,54,12
197,there are alot of victimes that have arrived ath the Marchand Desalin and nan Ranboto hospital. they do not have enough supplys or specialist ( surgeons ) i would like this looked into,"Gen anpil viktim ki rive nan lopital Machan Desalin ak nan raboto Gonayiv. nan lopital sa yo, pa gen ase swen e manke dokt spesyalis. Mta renmen yo panch",direct,haiti_earthquake,training,Irrelevant,there are alot of victimes that have arrived ath the marchand desalin and nan ranboto hospital. they do not have enough supplys or specialist surgeons i would like this looked into,180,31
